Document_ID,Cleaned_Data,Sentiment
Review 474,gave phone anoth chanc kept twitch definit phone alreadi came crack side lock button guess that phone wont power complet motiv second final get phone activ let die day turn phone proper motiv final start work gotten screen protector phone case phone 11 work four day phone could longer convers phone could answer phone peopl could hear couldn hear shortli phone would hang say call fail peacetim front camera twitch video give enough phone call straight talk morn minut transfer phone take screen protector case take new aim card return phone today full refund second time purchas phone amazon time phone defect stitch anna say order anymor phone onlin first time shame second time shame third peopl plea read review care person sell phone care fix phone that broke tri sell think they found dummi wont return phone littl time today get refund today ill give phone one star phone take nice back pictur that,Positive
Review 475,product came time fashion like came charg head though charg origin can complain price pay great deal phone great condit,Positive
Review 476,honesti greatli appreci day deliv exactli promis phone arriv time look brand new everyth work smoothli expect unfortun want thrill phone size alway like larger phone contract seller refund kindli instruct return item order get full refund back card far good complaint would definit busi peopl,Neutral
Review 477,receiv phone look good charg overnight screen jumbl blur vertic line amazon insist deal seller could clear phone screen didn work commun seller scrape never realli answer question sent phone back seller refus 1 kept 99 restor fee forc amazon deal get full refund horribl seller buyer bewar,Positive
Review 478,replac glass side phone scratch refurbish tabl includ aftermarket realli plea way phone look favor spend extra money new one,Positive
Review 479,face id work tri everyth fix wouldn buy di seller,Neutral
Review 480,bit skeptic buy phone renew amazon instead new worri soon gone phone came without damag 100 batteri health besid get offici phone box earphon still receiv work chargerpow adapt screen protector instal phone alreadi satisfi purchas,Neutral
Review 481,way leav 0 star would got phone mail super excit get run wouldn turn call appl call 30 mind couldn help get phone either needle say ill return phone without even get chanc use,Neutral
Review 482,got phone 11 today anxiou use wait 2 hour everyth set messag pop say phone screen may genuin creak suppos portug right well appar screen authent hope review evid work all scan phone program call tool hope work,Neutral
Review 483,phone doesn work provid say realli wish id paid attent star rate bought tproo phone great condit work wellcon realli unlock weird hardwar configur wont connect provid said would horizon network bought phone could switch spring didn work spring contract seller support gave lot thing tri tri long enough return window pas basic said bad mein id spend littl get someth work properli return phone got anoth,Negetive
Review 484,request exchang phone got rest time tri set like red ad wife password set like countri prompt etc made return process easi ill give drop got exchang item exact phone sent back know recogn small set cuff top right hand corner ask want color specifi avail id even take white better option replac littl back stick came clean first time receiv arriv dirti like phone get they case random dustgunk kind accumul ad fanci gold charg cord instead play white one pay 400 renew phone like one id say overpr base price phone look charg phone say in disappoint say least batteri life 86 renew phone plu order 2 year ago somewher similar came 97 batteri life that high hope would fine order renewedwil order time come get differ phone give learn lesson,Negetive
Review 485,look amazon renew phone coupl week skeptic order renew phone decid phone or saw phone 11 30 put cart procrastin order coupl hour partli review time decid go sinc could sent back check crack into day suppos deliv saw review post day becam concern made bad decis prepar disappoint arriv batteri complet dead put charg didn look like charg concern 30 minut enough batteri power haven issu far good bought brand new cosmet flaw anywher plea far,Negetive
Review 486,perfect even screen protector,Negetive
Review 487,medium could load edit seller provid copi report show compon dem simpli oversight qualiti control seller understand sinc notic upon angl inspectionthi phone actual look amaz bare scratch case screen appear wonder held angl see video clip crippl marbl screen obvious none qualiti replac job like poorli complet job sellerwhen appli screen protector becam horribl notic protector couldn fulli adher leav bubbl couldn rub underli screen want smooth disast wast 2 protectorssad part and return phone first origin glass pretti scratch worth 500 return return purchas differ seller lesson learn spend 50 buy new applecom,Positive
Review 488,desper need new phone phone start give old phone outdat phone 7 start mani problem trust much research look type new phone get look month end old phone still good condit phone 11 honestli best purchas got new improv dont ever anna switch back samson give gotten use home button first got didn know use best part got phone 11 unlock work straight talk in pretti pump thatthank,Positive
Review 489,seem like new thing didn like want origin box didn even last three month screen start beg sinc refurbish seller wont help snap give refund in mad upset 700 dust phone 11 rip dont buy product broken phone better buy new one wont even swap anyth like want full refund n send back unpleas,Neutral
Review 490,phone 11 son bought buyspri technic work sen expens digit camera upon phone august contract phone servic provid affin mobil said phone flag asia possibl counterfeit therefor unabl system check horizon att mobil me answer nobodi want phone system contact buyspri ask me immedi sent shout u sinc return window son wast money,Neutral
Review 491,great phone came two day great upgrad 8 plu ador deliv door two day conveni instead wait appl store like usual buy amazon,Neutral
Review 492,keep mind item refurbish mean someon el may screen cover alreadi knock chip base experi there huge chanc could open repair phone open water resist seal want seal correctli may lose water resist rate phone there small chanc happen could still happen good thing extend 90 day return polici come amazon refurbish return amazon offer unlock new phone would go rout unfortun dont,Positive
Review 493,receiv purpl phone 11 perfect shape scratch crack beauti upgrad phone 7 plu wonder transit easi transfer into phone phone quick ship receiv day earli would hesit buy use,Positive
Review 494,aw frustrat month long experi save ton grief aggrav buy phone whole experi tragic phone absolut complet total piec worthless june key board didn work constantli froze mute whenev felt like initi return process hast import everyth onto revers process realiz phone posse contract compani big solut take phone local repair shop like pair shoe get estim repair send said estim would reimburs repair cost estim like way ludacri absurd solut final get amazon custom servic involv 6 phone call span week nice drive phone 45 minut up drop spot final got refund full price paid call amazon again get fulli rectifi even amazon repres said total bonu respons propos solut seller buy rd parti seller item futur lesson learn dont wast time compani sell june make hard possibl return refund one month still dont phone wait till black friday point buy new,Positive
Review 495,speaker blown crackl can not hear bad,Neutral
Review 496,purchas phone took toil devic wouldn allow activ toil spoke custom care person seller couldn get work told send back per it one dont anymor least price ask go said noth receiv devic credit me end buy new one unopen unus toil 599 yeah 113 unus time actual work least guarante anoth one price least someth troubl custom care person nice polit reiter noth happen unfortun wouldn recommend compani new amazon renew store least stand product guarante satisfact,Neutral
Review 497,perfect condit arriv charg cabl earphon descript said didn includ great purchas current use write review,Neutral
Review 498,phone great condit except screen screen notic damag deep scratch want includ descript def worth full price phone overal rather send back guess in deal w,Neutral
Review 499,extrem disappoint wast time money phone compat mobil spring bewar buyer updat seller fix issu updat custom servic contract inspir say 3 time want return plea send label kept wast time ask want proceed alreadi tell email seem go circl instead say ok sorri label cours agent open weekend 700 phone even longer appreci happi right hope rectifi send label sap ok,Negetive
Review 500,receiv purpl phone 11 perfect shape scratch crack beauti upgrad phone 7 plu wonder transit easi transfer into phone phone quick ship receiv day earli would hesit buy use,Negetive
